,por_School_name,por_Gender,por_Age,por_Address,por_Family_size,por_Pstatus ,por_mother_education,por_father_education,por_mother_job,por_father_job,por_school_choice_reason,por_student_guardian,por_home_to_school_travel_time,por_weekly_study_time,por_past_class_failures,por_extra_educational_support,por_family_educational_support,por_extra_paid_classes,por_extra_curricular_activities,por_attended_nursery_school,por_wants_higher_education,por_internet_access_at_home,por_romantic_relationship,por_quality_of_family_relationships,por_free_time_after_school,por_going_out_with_friends,por_workday_alcohol_consumption,por_weekend_alcohol_consumption,por_current_health_status,por_number_of_school_absences,por_first_period_grade,por_second_period_grade,por_final_grade
298,Gabriel Pereira,Female,17,Urban,equal to 3,living together,2,2,services,services,course,father,1,4,0,no,no,no,yes,yes,yes,yes,yes,3,4,1,1,1,2,2,10,11,12
299,Gabriel Pereira,Female,20,Rural,greater than 3,living together,2,1,other,other,course,other,2,2,0,no,yes,yes,yes,yes,no,yes,yes,1,2,3,1,2,2,8,10,12,12
300,Gabriel Pereira,Female,18,Urban,greater than 3,living together,4,3,services,other,home,father,1,2,0,no,yes,no,no,yes,yes,yes,yes,3,1,2,1,3,2,2,15,15,15
301,Gabriel Pereira,Male,18,Urban,greater than 3,living together,4,3,teacher,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,3,2,10,10,11
302,Gabriel Pereira,Male,18,Rural,greater than 3,living together,3,2,other,other,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,2,10,11,12
303,Gabriel Pereira,Female,17,Urban,greater than 3,living together,3,3,other,other,home,mother,1,3,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,2,15,12,13
304,Gabriel Pereira,Female,18,Urban,greater than 3,living together,2,2,at_home,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,11,12,13
305,Gabriel Pereira,Male,17,Urban,greater than 3,living together,2,2,other,other,home,father,2,1,0,no,no,no,no,yes,no,yes,no,4,4,4,2,3,4,8,8,8,9
306,Gabriel Pereira,Male,18,Rural,equal to 3,Apart,3,4,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,3,4,1,6,15,16,16
307,Gabriel Pereira,Male,17,Urban,greater than 3,living together,3,1,services,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,4,3,4,5,0,11,11,14
308,Gabriel Pereira,Female,18,Rural,greater than 3,living together,4,4,teacher,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,4,3,4,2,2,4,8,10,11,12
309,Gabriel Pereira,Male,18,Urban,greater than 3,living together,4,2,health,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,3,5,4,10,12,14
310,Gabriel Pereira,Female,18,Rural,greater than 3,living together,2,1,other,other,reputation,mother,2,2,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3,12,8,9,10
311,Gabriel Pereira,Female,19,Urban,greater than 3,living together,3,3,other,services,home,other,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,3,3,5,16,11,12,12
312,Gabriel Pereira,Female,18,Urban,greater than 3,living together,2,3,other,services,reputation,father,1,4,0,no,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,10,16,16,16
313,Gabriel Pereira,Female,18,Urban,equal to 3,living together,1,1,other,other,home,mother,2,2,0,no,yes,no,no,no,yes,no,no,4,4,3,1,1,3,2,13,13,13
314,Gabriel Pereira,Male,17,Rural,greater than 3,living together,1,2,at_home,at_home,home,mother,1,2,0,no,yes,no,yes,no,yes,no,yes,3,5,2,2,2,1,2,16,17,18
315,Gabriel Pereira,Female,18,Urban,greater than 3,living together,2,1,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,2,5,1,2,1,8,14,14,15
316,Gabriel Pereira,Female,17,Urban,greater than 3,living together,2,4,at_home,health,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,1,1,6,15,16,16
317,Gabriel Pereira,Female,17,Urban,equal to 3,living together,2,2,services,other,course,mother,2,2,0,yes,yes,no,no,yes,yes,yes,yes,4,4,4,2,3,5,6,12,12,12
318,Gabriel Pereira,Female,18,Rural,greater than 3,Apart,3,2,other,services,home,mother,2,2,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,15,12,9,10
319,Gabriel Pereira,Male,18,Urban,greater than 3,living together,4,4,teacher,services,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,3,2,4,1,4,3,6,11,12,12
320,Gabriel Pereira,Female,18,Urban,greater than 3,living together,4,4,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,2,14,12,13
321,Gabriel Pereira,Female,17,Urban,greater than 3,living together,2,2,other,services,reputation,father,3,3,0,no,yes,no,no,yes,yes,yes,yes,4,2,3,1,1,1,8,13,15,15
322,Gabriel Pereira,Female,19,Rural,greater than 3,living together,3,2,services,services,reputation,father,1,2,1,yes,yes,no,no,yes,no,yes,no,3,3,3,4,3,3,0,9,8,10
323,Gabriel Pereira,Male,18,Urban,equal to 3,living together,4,3,teacher,services,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,2,3,1,2,1,0,10,10,10
324,Gabriel Pereira,Male,18,Urban,greater than 3,living together,1,2,at_home,other,home,other,2,1,0,no,no,no,no,no,no,yes,no,3,4,4,2,4,4,10,10,10,11
325,Gabriel Pereira,Male,17,Urban,equal to 3,Apart,4,1,services,other,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,4,5,4,2,4,5,22,11,11,10
326,Gabriel Pereira,Male,17,Urban,equal to 3,Apart,3,2,teacher,services,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,18,13,13,13
327,Gabriel Pereira,Female,18,Rural,equal to 3,living together,1,1,at_home,other,reputation,mother,2,4,0,no,yes,no,yes,yes,yes,no,no,5,2,2,1,1,3,2,17,17,18
328,Gabriel Pereira,Female,18,Urban,greater than 3,living together,1,1,other,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,0,12,13,13
329,Gabriel Pereira,Female,17,Urban,greater than 3,living together,2,2,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,12,12,12,14
330,Gabriel Pereira,Female,18,Urban,greater than 3,living together,2,1,other,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,1,1,1,5,10,12,13,14
331,Gabriel Pereira,Male,17,Urban,greater than 3,living together,1,1,other,other,reputation,father,1,2,0,no,no,no,no,no,yes,yes,no,4,3,3,1,2,4,0,12,12,12
332,Gabriel Pereira,Female,18,Urban,greater than 3,living together,2,2,at_home,at_home,other,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,2,0,18,18,18
333,Gabriel Pereira,Female,17,Urban,greater than 3,living together,1,1,services,teacher,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,13,13,14
334,Gabriel Pereira,Male,18,Urban,greater than 3,living together,2,1,services,services,reputation,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,2,4,1,3,2,0,14,15,15
335,Gabriel Pereira,Male,18,Urban,equal to 3,Apart,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,2,0,17,17,17
336,Gabriel Pereira,Male,18,Urban,greater than 3,living together,4,2,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,4,5,2,15,16,16
337,Gabriel Pereira,Female,17,Urban,greater than 3,living together,4,3,health,services,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,2,3,0,17,18,18
338,Gabriel Pereira,Female,17,Rural,equal to 3,living together,3,1,services,other,reputation,mother,2,4,0,no,yes,no,no,yes,yes,no,no,3,1,2,1,1,3,0,18,19,19
339,Gabriel Pereira,Male,18,Rural,equal to 3,living together,3,2,services,other,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,1,4,0,14,15,15
340,Gabriel Pereira,Male,17,Urban,greater than 3,living together,3,3,health,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,3,5,0,14,15,15
341,Gabriel Pereira,Female,19,Urban,greater than 3,living together,4,4,health,other,reputation,other,2,2,0,no,yes,no,yes,yes,yes,yes,no,2,3,4,2,3,2,2,14,13,13
342,Gabriel Pereira,Female,18,Urban,equal to 3,living together,4,3,other,other,home,other,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,5,1,2,2,0,13,14,14
343,Gabriel Pereira,Female,18,Urban,greater than 3,living together,4,3,other,other,reputation,father,1,4,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,16,17,17
344,Gabriel Pereira,Male,18,Urban,equal to 3,living together,4,4,teacher,teacher,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,1,4,2,2,2,1,0,18,18,17
345,Gabriel Pereira,Female,18,Urban,equal to 3,Apart,4,4,health,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,2,4,1,1,4,0,14,15,15
346,Gabriel Pereira,Male,17,Urban,equal to 3,living together,4,4,other,teacher,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,4,1,1,2,2,5,0,12,13,13
347,Gabriel Pereira,Female,17,Rural,greater than 3,living together,4,4,services,services,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,5,0,7,7,8
348,Gabriel Pereira,Female,17,Urban,greater than 3,living together,4,2,other,other,reputation,mother,2,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,16,16,16
349,Gabriel Pereira,Female,17,Urban,greater than 3,living together,3,2,health,health,reputation,father,1,4,0,no,yes,no,yes,no,yes,yes,no,5,2,2,1,2,5,0,18,18,18
350,Gabriel Pereira,Male,19,Rural,equal to 3,living together,2,1,at_home,services,course,mother,2,3,1,no,no,no,yes,yes,yes,yes,yes,4,3,1,1,1,5,0,9,10,11
351,Gabriel Pereira,Male,20,Urban,greater than 3,Apart,3,2,services,other,course,other,1,1,2,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,0,14,15,15
352,Gabriel Pereira,Male,19,Rural,greater than 3,living together,3,3,other,services,reputation,father,1,2,0,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0,10,10,11
353,Gabriel Pereira,Female,18,Urban,greater than 3,living together,1,4,other,teacher,home,mother,1,2,0,yes,yes,no,no,no,yes,no,yes,3,4,4,1,2,5,2,10,10,11
354,Gabriel Pereira,Female,18,Urban,greater than 3,living together,2,1,services,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,2,1,2,12,12,15
355,Gabriel Pereira,Female,17,Urban,greater than 3,living together,2,3,other,other,course,father,2,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,1,1,1,3,2,11,12,14
356,Gabriel Pereira,Female,17,Rural,greater than 3,living together,4,4,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,4,4,1,1,5,2,15,16,17
357,Gabriel Pereira,Female,18,Urban,greater than 3,living together,4,3,other,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,1,1,5,2,14,15,17
358,Gabriel Pereira,Female,18,Urban,equal to 3,living together,4,3,health,services,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,3,2,4,1,4,1,8,12,12,15
359,Gabriel Pereira,Female,17,Rural,greater than 3,living together,3,4,at_home,services,course,father,1,3,0,no,yes,no,yes,no,yes,yes,no,4,3,4,2,5,5,2,15,15,17
360,Gabriel Pereira,Female,18,Urban,greater than 3,living together,3,3,at_home,other,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,1,4,1,1,3,8,11,12,14
361,Gabriel Pereira,Male,19,Urban,greater than 3,living together,4,2,health,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,5,4,4,1,1,1,9,11,10,10
362,Gabriel Pereira,Female,18,Urban,greater than 3,living together,4,4,teacher,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,0,12,11,13
363,Gabriel Pereira,Female,18,Urban,greater than 3,living together,3,4,other,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,5,4,4,1,1,1,4,11,12,14
364,Gabriel Pereira,Female,17,Urban,greater than 3,living together,4,4,health,health,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,2,5,2,14,15,17
365,Gabriel Pereira,Female,17,Urban,greater than 3,Apart,4,3,services,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,2,2,1,2,5,14,15,14,17
366,Gabriel Pereira,Female,17,Urban,equal to 3,Apart,3,3,services,other,home,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,5,3,3,1,1,5,0,12,12,13
367,Gabriel Pereira,Female,17,Urban,equal to 3,living together,2,1,other,other,home,father,1,2,0,no,no,no,yes,yes,yes,yes,no,4,2,3,2,2,2,2,11,12,14
368,Gabriel Pereira,Male,18,Urban,equal to 3,living together,4,4,other,other,reputation,father,1,1,0,no,yes,no,no,yes,yes,yes,no,4,2,5,3,4,5,2,8,9,11
369,Gabriel Pereira,Female,19,Urban,greater than 3,living together,1,1,other,other,course,other,3,3,0,no,no,no,yes,yes,no,no,yes,1,5,5,4,3,5,12,10,10,11
370,Gabriel Pereira,Female,19,Urban,equal to 3,Apart,1,1,other,other,course,other,3,2,2,no,yes,no,no,no,yes,yes,yes,5,3,4,1,1,4,2,8,8,9
371,Gabriel Pereira,Female,18,Urban,greater than 3,living together,2,2,other,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,5,2,4,5,2,10,10,10
372,Gabriel Pereira,Female,17,Urban,greater than 3,living together,2,2,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,3,4,14,13,13
373,Gabriel Pereira,Female,17,Rural,equal to 3,living together,2,2,services,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,3,3,2,2,2,3,0,11,11,10
374,Gabriel Pereira,Female,17,Urban,greater than 3,living together,3,1,services,services,course,father,1,3,0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,5,0,17,18,17
375,Gabriel Pereira,Female,17,Urban,equal to 3,living together,0,2,at_home,at_home,home,father,2,3,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,0,14,14,15
376,Gabriel Pereira,Female,18,Urban,greater than 3,living together,1,1,other,other,home,mother,2,3,0,no,no,no,yes,yes,yes,yes,no,4,5,5,1,2,2,0,14,14,14
377,Gabriel Pereira,Male,18,Urban,greater than 3,living together,4,4,other,other,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,0,13,14,13
378,Gabriel Pereira,Male,17,Urban,greater than 3,living together,3,3,other,services,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,0,17,18,17
379,Gabriel Pereira,Male,17,Rural,greater than 3,living together,2,2,services,other,course,mother,4,1,0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,2,11,10,10
380,Gabriel Pereira,Female,17,Urban,greater than 3,living together,4,4,teacher,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,3,4,0,13,12,13
381,Gabriel Pereira,Female,17,Urban,greater than 3,living together,4,4,teacher,teacher,course,mother,2,3,0,no,yes,no,no,no,yes,yes,yes,4,3,3,1,2,4,4,15,14,15
382,Gabriel Pereira,Female,17,Urban,greater than 3,living together,3,3,at_home,other,course,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,2,5,5,2,11,12,11
383,Gabriel Pereira,Male,18,Urban,equal to 3,living together,2,2,other,other,course,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,5,5,2,4,5,0,11,11,12
384,Gabriel Pereira,Male,19,Rural,greater than 3,living together,3,2,at_home,services,home,other,1,1,0,no,yes,no,no,no,yes,no,yes,5,3,4,2,2,5,0,11,10,10
385,Gabriel Pereira,Female,18,Urban,greater than 3,living together,2,2,at_home,other,course,mother,4,2,0,no,no,no,yes,yes,yes,no,yes,4,2,5,1,1,2,2,10,9,10
386,Gabriel Pereira,Female,17,Rural,greater than 3,living together,2,4,at_home,other,course,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,0,15,15,15
387,Gabriel Pereira,Male,18,Urban,greater than 3,living together,2,2,other,other,reputation,mother,1,1,0,no,no,no,no,no,yes,yes,no,5,4,2,1,2,5,6,15,14,15
388,Gabriel Pereira,Female,18,Urban,greater than 3,living together,3,3,services,services,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,8,10,11,12
389,Gabriel Pereira,Female,18,Urban,equal to 3,living together,2,2,other,other,home,other,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0,10,9,12
390,Gabriel Pereira,Female,18,Rural,greater than 3,living together,2,2,at_home,other,course,mother,2,4,0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,6,14,13,14
391,Gabriel Pereira,Female,17,Urban,greater than 3,living together,3,4,services,other,course,mother,1,3,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,8,11,13,14
392,Gabriel Pereira,Female,17,Urban,greater than 3,living together,3,2,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,2,3,2,0,12,13,15
393,Gabriel Pereira,Female,18,Urban,equal to 3,living together,3,3,services,services,home,mother,1,4,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,4,14,14,15
394,Gabriel Pereira,Female,17,Rural,greater than 3,Apart,3,2,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,2,3,2,0,14,14,16
395,Gabriel Pereira,Male,18,Urban,greater than 3,living together,4,4,teacher,services,home,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,2,0,12,12,13
396,Gabriel Pereira,Male,18,Urban,equal to 3,living together,3,4,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,6,16,16,17
397,Gabriel Pereira,Female,17,Urban,greater than 3,Apart,2,2,at_home,at_home,home,father,1,2,0,no,yes,no,no,yes,yes,yes,yes,3,3,1,1,2,4,18,10,12,14
398,Gabriel Pereira,Female,18,Urban,greater than 3,living together,2,3,at_home,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,0,11,12,14
399,Gabriel Pereira,Female,18,Urban,greater than 3,living together,3,2,other,services,other,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,4,14,16,17
400,Gabriel Pereira,Male,18,Rural,greater than 3,living together,4,3,teacher,services,course,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,4,15,14,17
401,Gabriel Pereira,Male,18,Urban,greater than 3,living together,4,3,teacher,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,yes,5,4,5,2,3,5,0,14,13,14
402,Gabriel Pereira,Female,17,Urban,greater than 3,living together,4,3,health,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,11,12,13
403,Gabriel Pereira,Female,17,Urban,greater than 3,living together,2,1,services,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,2,1,10,12,15,15
404,Gabriel Pereira,Female,17,Urban,greater than 3,living together,2,1,services,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,2,4,4,4,12,16,16
405,Gabriel Pereira,Female,19,Urban,equal to 3,Apart,2,3,at_home,other,home,other,2,1,1,no,no,no,no,yes,no,yes,no,2,2,3,3,4,5,16,10,11,11
406,Gabriel Pereira,Female,17,Urban,greater than 3,living together,3,1,other,at_home,home,mother,1,1,1,no,yes,yes,no,yes,yes,yes,yes,4,1,2,1,1,3,6,10,13,13
407,Gabriel Pereira,Female,21,Urban,equal to 3,living together,4,4,other,other,reputation,other,1,3,2,no,no,yes,yes,yes,yes,yes,no,3,3,2,1,1,5,0,9,12,12
408,Gabriel Pereira,Male,18,Urban,equal to 3,living together,2,2,services,services,reputation,mother,1,2,0,no,yes,no,yes,no,no,yes,no,4,4,4,1,3,3,11,9,11,12
409,Gabriel Pereira,Male,18,Urban,equal to 3,Apart,3,4,other,other,reputation,other,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,5,1,4,2,9,13,14,15
410,Gabriel Pereira,Female,17,Urban,greater than 3,living together,2,2,services,services,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,3,4,0,13,17,17
411,Gabriel Pereira,Male,17,Urban,equal to 3,Apart,4,4,health,other,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,4,2,12,15,15
412,Gabriel Pereira,Female,18,Urban,equal to 3,living together,4,2,teacher,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,3,0,14,17,17
413,Gabriel Pereira,Male,21,Rural,equal to 3,living together,1,1,at_home,other,course,other,2,2,2,no,yes,no,yes,yes,no,yes,yes,5,3,3,5,2,4,21,9,10,10
414,Gabriel Pereira,Female,20,Rural,greater than 3,living together,1,1,other,other,reputation,other,2,3,0,no,no,no,no,yes,yes,yes,yes,3,2,2,1,3,3,8,11,15,15
415,Gabriel Pereira,Female,19,Urban,greater than 3,living together,4,4,teacher,other,home,other,1,1,1,no,yes,no,no,yes,yes,yes,yes,3,2,5,4,4,5,5,9,10,11
416,Gabriel Pereira,Male,17,Urban,equal to 3,Apart,3,2,other,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,2,5,10,16,18,18
417,Gabriel Pereira,Female,18,Urban,greater than 3,living together,3,2,at_home,other,reputation,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,3,4,1,2,2,5,14,17,17
418,Gabriel Pereira,Male,18,Rural,greater than 3,living together,2,3,other,services,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,1,3,4,5,4,13,13,14,14
419,Gabriel Pereira,Male,19,Urban,greater than 3,living together,2,1,other,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,3,4,1,4,4,10,7,11,11
420,Gabriel Pereira,Female,18,Urban,equal to 3,Apart,2,2,services,other,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,1,4,1,3,4,10,14,17,17
421,Gabriel Pereira,Female,20,Urban,greater than 3,living together,1,0,other,other,reputation,mother,2,1,1,yes,no,no,no,yes,yes,yes,yes,5,3,1,1,1,5,5,8,10,10
422,Gabriel Pereira,Female,18,Urban,greater than 3,living together,3,2,services,other,home,mother,1,2,0,no,yes,no,yes,no,yes,yes,yes,3,1,2,1,2,1,4,10,13,13
423,Mousinho da Silveira,Female,16,Urban,greater than 3,living together,1,3,at_home,other,other,father,2,1,0,no,yes,no,no,yes,no,yes,yes,4,3,3,1,3,5,11,10,11,11
424,Mousinho da Silveira,Female,16,Rural,greater than 3,living together,2,2,other,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,1,5,0,12,12,12
425,Mousinho da Silveira,Female,15,Rural,greater than 3,living together,1,1,at_home,services,other,mother,1,1,1,no,yes,no,no,yes,yes,no,yes,4,1,3,1,1,2,6,10,10,10
426,Mousinho da Silveira,Female,15,Rural,greater than 3,living together,3,3,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,5,4,4,2,3,5,4,10,10,11
427,Mousinho da Silveira,Female,16,Rural,greater than 3,living together,2,3,at_home,services,course,mother,2,2,0,no,no,no,no,yes,yes,no,no,4,5,2,1,2,5,0,16,17,17
428,Mousinho da Silveira,Female,15,Rural,equal to 3,living together,2,1,at_home,other,home,mother,2,1,0,no,no,no,no,yes,no,no,no,1,3,4,1,1,1,0,6,8,9
429,Mousinho da Silveira,Male,16,Rural,equal to 3,Apart,4,4,at_home,other,home,mother,1,2,0,no,yes,no,no,yes,yes,no,no,5,3,2,1,3,2,5,10,11,11
430,Mousinho da Silveira,Male,16,Urban,greater than 3,Apart,1,2,other,other,other,mother,1,3,0,yes,no,no,no,yes,yes,yes,no,4,4,3,1,1,5,0,10,11,11
431,Mousinho da Silveira,Female,17,Rural,greater than 3,living together,3,2,at_home,other,course,father,1,2,1,no,no,no,no,yes,yes,no,yes,4,5,4,1,2,5,0,10,10,10
432,Mousinho da Silveira,Female,17,Rural,greater than 3,living together,1,1,other,other,other,father,1,1,1,no,yes,no,no,no,no,yes,no,5,4,4,2,2,5,0,6,6,7
433,Mousinho da Silveira,Female,15,Rural,greater than 3,living together,4,4,teacher,other,course,mother,2,1,0,no,no,no,no,yes,yes,yes,yes,1,5,1,3,5,5,0,13,14,14
434,Mousinho da Silveira,Female,16,Urban,equal to 3,Apart,2,2,at_home,other,reputation,mother,2,4,0,no,no,no,yes,no,no,no,yes,1,2,1,1,1,1,4,10,9,11
435,Mousinho da Silveira,Female,15,Rural,equal to 3,living together,1,1,at_home,services,reputation,father,2,2,0,no,yes,no,no,yes,yes,yes,no,5,4,3,1,2,4,0,10,10,10
436,Mousinho da Silveira,Female,15,Rural,equal to 3,living together,1,1,other,services,course,mother,2,1,1,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,2,2,4,6,7,8
437,Mousinho da Silveira,Female,16,Rural,greater than 3,living together,0,2,other,other,other,mother,2,1,0,no,yes,no,yes,yes,yes,no,no,3,2,3,1,2,2,0,12,11,12
438,Mousinho da Silveira,Female,17,Rural,greater than 3,living together,2,3,other,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,5,5,5,1,3,3,2,10,11,12
439,Mousinho da Silveira,Female,15,Rural,greater than 3,living together,3,3,other,services,course,father,2,1,0,no,no,no,no,no,yes,yes,no,4,1,3,1,1,4,0,14,16,16
440,Mousinho da Silveira,Male,16,Urban,greater than 3,living together,1,1,at_home,services,home,mother,2,2,0,no,yes,no,yes,yes,yes,no,yes,5,4,5,4,5,3,0,7,0,0
441,Mousinho da Silveira,Male,17,Urban,greater than 3,living together,1,1,other,other,home,mother,1,2,0,no,no,yes,no,no,yes,yes,no,4,4,3,2,4,5,4,8,9,9
442,Mousinho da Silveira,Male,15,Rural,equal to 3,living together,4,1,health,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,2,2,0,12,13,14
443,Mousinho da Silveira,Male,15,Rural,equal to 3,living together,4,1,health,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,2,2,7,7,9,8
444,Mousinho da Silveira,Male,16,Rural,greater than 3,living together,3,4,other,health,other,mother,3,2,0,no,no,no,no,no,yes,no,no,3,4,5,1,2,5,4,9,10,11
445,Mousinho da Silveira,Male,15,Rural,greater than 3,living together,1,1,other,other,course,mother,4,2,0,no,yes,no,yes,yes,yes,no,yes,5,4,5,2,4,4,8,7,9,9
446,Mousinho da Silveira,Male,15,Urban,equal to 3,living together,3,3,at_home,at_home,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,0,11,11,11
447,Mousinho da Silveira,Male,17,Rural,greater than 3,living together,2,1,other,other,other,mother,3,1,0,no,no,no,yes,yes,no,no,yes,5,5,5,5,5,3,8,8,10,9
448,Mousinho da Silveira,Female,16,Rural,greater than 3,living together,4,4,teacher,teacher,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,4,2,2,1,1,4,6,16,16,17
